"GENE_SYMBOL","TCGA-DA-A3F2","TCGA-FR-A3YN","TCGA-FR-A3YO","TCGA-FR-A8YD","TCGA-GN-A8LK","TCGA-QB-AA9O","TCGA-WE-A8K5","TCGA-WE-AAA0"
"TBC1D30",65,85,27,57,56,16,77,29
"TBC1D31",54,555,137,187,291,372,875,615
"TBC1D32",12,521,10,11,54,1,95,268
"TBC1D3B",2,5,0,0,1,0,3,19
"TBC1D3C",0,0,0,0,0,0,0,1
"TBC1D3D",0,0,1,0,0,0,0,0
"TBC1D3E",0,0,0,0,0,0,0,5
"TBC1D3F",0,0,0,0,0,0,0,0
"TBC1D3G",0,0,0,0,0,0,0,0
"TBC1D3H",0,0,0,0,0,0,0,0
"TBC1D3I",0,0,0,0,0,1,0,2
"TBC1D3K",0,0,0,0,0,0,2,0
"TBC1D3L",6,32,1,2,14,9,42,62
"TBC1D4",373,1398,661,451,715,1829,2473,4690
"TBC1D5",1468,8941,2238,2114,3508,988,3793,3784
"TBC1D7",433,6635,5635,8597,32732,9346,16158,3512
"TBC1D8",509,765,460,315,380,748,636,1772
"TBC1D8B",34,1373,72,94,106,49,80,576
"TBC1D9",743,1680,926,459,458,287,447,1872
"TBC1D9B",8210,13792,9808,17862,11861,1259,7886,10685
"TBCA",633,6418,1949,3889,2251,4655,9178,6487
"TBCB",2354,3571,3984,3095,8885,5650,2634,6500
"TBCC",654,1061,876,1830,2339,1306,1471,1758
"TBCCD1",149,1347,322,454,442,181,338,754
"TBCD",3040,9903,6894,5593,8353,3650,6362,12946
"TBCE",184,2433,482,317,1479,847,1249,1769
"TBCEL",188,1431,201,234,237,125,652,573
"TBCK",281,3030,462,426,335,154,1087,1203
"TBK1",168,1967,388,286,1387,835,1348,1537
"TBKBP1",701,409,906,1530,1172,139,1449,127
"TBL1X",1292,2025,192,1101,2331,92,1408,996
"TBL1XR1",769,8455,1422,1441,1781,2182,4592,5252
"TBL1Y",1,0,0,0,8,0,1,1
"TBL2",1639,4557,9734,6240,2721,1876,5649,1356
"TBL3",2237,3555,4414,5012,5664,2242,2861,4233
"TBP",215,1054,419,238,743,337,1110,973
"TBPL1",116,985,289,121,454,268,450,715
"TBPL2",0,0,0,0,0,0,1,0
"TBR1",0,9,0,0,0,0,8,0
"TBRG1",331,1108,1068,586,543,408,1323,796
"TBRG4",1634,13884,11172,16813,12430,4963,9328,7968
"TBX1",286,3,2,37,8,8,30,35
"TBX10",0,0,0,3,0,1,0,4
"TBX15",467,126,23,4,58,25,232,109
"TBX18",87,741,268,13,641,264,128,1040
"TBX19",67,522,63,65,210,107,237,381
"TBX2",467,7759,3077,5535,2538,1361,15371,21704
"TBX20",0,0,0,0,2,0,0,0
"TBX21",400,71,6,13,1,88,96,54
"TBX22",0,23,0,1,2,0,0,6
"TBX3",185,57,166,1596,1597,1946,4566,44
"TBX4",2,17,0,61,0,1,11,8
"TBX5",54,1,5,24,5,12,98,0
"TBX6",33,63,102,109,78,155,44,81
"TBXA2R",255,32,1183,368,44,520,138,80
"TBXAS1",4298,1028,578,378,69,402,601,248
"TC2N",103,832,0,60,278,200,102,190
"TCAF1",118,3606,297,291,480,333,1777,782
"TCAF2",124,341,245,40,125,70,305,157
"TCAIM",178,1903,526,725,1067,471,1455,1666
"TCAP",17,120,8,32,24,18,42,83
"TCEA1",529,3119,787,1308,1979,2002,2775,3361
"TCEA2",1075,1840,2110,1816,1604,1703,2076,2327
"TCEA3",471,894,33,501,1432,929,224,107
"TCEAL1",76,1149,219,204,366,528,1044,770
"TCEAL2",0,0,0,3,1,3,1,8
"TCEAL3",426,2231,1127,607,912,907,1363,1587
"TCEAL4",696,7957,2048,2640,5241,5386,9127,5444
"TCEAL5",0,0,0,1,0,1,0,0
"TCEAL6",0,0,0,0,1,0,1,1
"TCEAL7",36,2,7,3,4,4,19,14
"TCEAL8",797,3677,2135,2070,1861,1809,4392,3752
"TCEANC",71,552,62,72,153,64,154,219
"TCEANC2",220,3443,311,431,889,343,718,1351
"TCEB1",478,2170,2673,2215,3118,3429,2527,3140
"TCEB2",5813,8808,12392,8108,20902,7378,9342,10271
"TCEB3",1097,11959,1850,2268,4934,1264,3377,6043
"TCEB3B",0,30,0,1,0,1,2,0
"TCEB3C",0,0,0,0,0,0,0,0
"TCEB3CL",0,0,0,0,0,0,0,0
"TCEB3CL2",0,0,0,0,0,0,0,0
"TCERG1",341,2882,596,1006,1167,1275,4654,2735
"TCERG1L",5,5,3,1,112,42,0,0
"TCF12",802,4547,602,1624,1542,1767,7357,3755
"TCF15",19,5,23,48,350,3,29,7
"TCF19",698,1153,3527,2826,4054,1644,3546,3187
"TCF20",817,5875,1797,5863,2732,1925,1935,2628
"TCF21",11,0,21,45,10,0,8,0
"TCF23",1,1,3,0,4,2,6,1
"TCF24",0,2,0,0,0,0,0,1
"TCF25",6167,8800,6875,7372,4635,2828,11423,12991
"TCF3",4162,2706,2558,3094,5009,1866,5834,6222
"TCF4",961,475,140,174,100,185,1165,844
"TCF7",539,835,1184,161,8619,268,329,1311
"TCF7L1",773,297,566,1257,1182,127,2023,576
"TCF7L2",491,773,296,824,378,529,892,2013
"TCFL5",171,2885,613,1705,1605,759,1337,771
"TCHH",32,10,6,14,35,9,30,16
"TCHHL1",0,0,0,0,2,0,0,0
"TCHP",411,3024,929,1063,1766,614,1887,1595
"TCIRG1",14369,1939,3444,2347,3262,2949,1890,7251
"TCL1A",32,15,0,9,5,31,3,965
"TCL1B",0,0,0,0,0,4,0,2
"TCN1",3,217,1798,35,93,334,8,252
"TCN2",7096,1900,8494,2250,3271,497,2094,2869
"TCOF1",2253,6490,3429,8463,9916,3841,6029,5828
"TCP1",2441,13855,5425,4182,12308,5100,13425,13559
"TCP10",0,0,0,0,1,0,0,0
"TCP10L",6,14,11,13,30,6,9,26
"TCP10L2",0,0,1,0,0,0,0,0
"TCP11",13,0,1,5,3,16,1,1
"TCP11L1",213,674,326,158,398,277,288,489
"TCP11L2",43,275,16,60,52,23,71,172
"TCP11X2",0,0,0,0,0,0,0,0
"TCTA",1435,5999,12053,2695,2480,1066,1895,3833
"TCTE1",1,10,1,134,3,14,13,12
"TCTE3",2,64,2,12,63,44,195,132
"TCTEX1D1",14,34,2,12,4,2,10,7
"TCTEX1D2",23,105,95,42,36,27,176,205
"TCTEX1D4",6,32,4,27,6,2,5,82
"TCTN1",414,3262,1878,831,1525,539,974,2243
"TCTN2",249,2933,726,688,1580,748,687,2511
"TCTN3",1426,4693,4202,4306,1739,1480,2141,4032
"TDG",146,884,192,301,629,322,950,1047
"TDGF1",0,0,0,1,0,0,2,1
"TDO2",128,72,182,12,3,39,135,120
"TDP1",468,888,402,906,307,632,1387,1075
"TDP2",399,2062,562,697,1079,1094,2278,3646
"TDRD1",3,2,0,3,0,0,0,2
"TDRD10",25,3,2,106,17,21,19,4
"TDRD12",0,8,5,5,10,4,12,8
"TDRD15",3,0,0,0,2,5,0,1
"TDRD3",959,1486,1243,363,2680,6494,2070,6821
"TDRD5",0,40,0,0,18,0,0,3
"TDRD6",65,118,15,20,14,11,73,77
"TDRD7",78,6702,498,1475,2304,711,5277,6365
"TDRD9",21,22,77,1520,8,453,85,87
"TDRKH",194,2309,639,624,777,1215,207,1098
"TDRP",60,504,221,98,435,15,67,70
"TEAD1",565,12362,1385,3489,2322,961,7039,5721
"TEAD2",828,2226,2327,3648,1137,1271,4301,895
"TEAD3",556,709,730,851,2461,597,861,133
"TEAD4",378,722,2719,1709,2499,645,2018,1186
"TEC",50,373,53,17,317,79,69,422
"TECPR1",3423,5730,6132,4651,1771,1713,3263,1452
"TECPR2",937,5333,5615,6859,1950,1132,2510,3562
"TECR",7419,11223,15327,8891,16949,4046,7134,8783
"TECRL",0,0,1,0,0,0,0,0
"TECTA",19,55,14,34,17,7,153,7
"TECTB",0,2,0,1,1,0,4,1
"TEDDM1",0,2,0,1,0,0,0,1
"TEF",1033,3332,905,1828,327,272,2708,1472
"TEFM",42,839,52,102,140,179,397,424
"TEK",284,107,100,107,54,18,144,148
"TEKT1",1,2,0,238,0,0,0,0
"TEKT2",3,4,5,94,3,31,3,44
"TEKT3",7,34,52,22,64,6,12,14
"TEKT4",0,1,9,23,2,2,4,4
"TEKT5",4,2,40,1,12,3,2,0
"TELO2",1379,3149,3209,3607,7111,1812,3892,4082
"TEN1",4,12,15,4,9,2,12,11
"TEN1-CDK3",6,87,8,14,54,7,147,138
"TENM1",2,6,9,13,1,0,7,45
"TENM2",16,5,23,22,6,3,2,3
"TENM3",871,80,51,531,49,18,1273,1460
"TENM4",1246,110,84,145,59,73,653,110
"TEP1",871,4956,819,888,922,627,2140,2966
"TEPP",2,4,2,16,0,0,0,5
"TERF1",159,1617,256,390,613,698,1310,1296
"TERF2",997,2602,1769,1548,1759,821,1358,2622
"TERF2IP",1400,10202,2034,2369,3007,2670,4391,7058
"TERT",26,19,8,13,198,31,310,82
"TES",1399,5095,4401,840,1957,1861,4715,3791
"TESC",396,26,103,48,201,1664,30,66
"TESK1",2633,1725,2515,2255,2354,1074,1792,2280
"TESK2",193,2734,1163,85,168,209,230,3353
"TESPA1",295,198,89,22,3,69,101,235
"TET1",19,95,16,72,33,33,108,137
"TET2",106,1053,50,230,97,123,1507,1110
"TET3",675,1361,475,1087,496,240,1698,1001
"TEX10",319,2345,806,1125,1724,1010,2774,2091
"TEX101",6,0,4,0,1,1,2,1
"TEX11",8,6,6,0,2,1,4,32
"TEX12",0,0,2,0,0,1,2,2
"TEX13A",0,0,0,0,0,0,0,0
"TEX13B",3,0,7,1,0,0,0,0
"TEX14",8,73,88,25,223,41,180,35
"TEX15",1,31,9,58,29,0,1,1
"TEX19",3,0,37,16,1,1,5,0
"TEX2",789,14580,3398,2624,3433,1524,6123,21705
"TEX22",50,41,6,184,11,41,122,22
"TEX26",0,0,0,6,0,0,0,1
"TEX261",3427,15480,14744,5469,5167,2346,5836,5476
"TEX264",3648,4800,13808,10746,7825,2594,7180,5214
"TEX28",0,0,0,0,0,0,0,0
"TEX29",16,22,6,1,2,24,16,3
"TEX30",49,1437,408,1023,275,975,708,740
"TEX33",0,0,0,0,0,0,0,0
"TEX35",0,0,1,2,1,0,0,0
"TEX36",0,0,1,0,0,0,0,0
"TEX37",0,0,0,0,0,0,0,0
"TEX38",1,26,0,3,3,0,11,12
"TEX40",0,3,1,1,0,1,0,0
"TEX43",0,0,0,0,1,0,0,0
"TEX9",8,254,17,10,35,37,74,929
"TF",11,179,510,95,59,42,66,26
"TFAM",133,1790,191,435,672,976,2936,2135
"TFAP2A",56,14232,10732,20106,30135,4531,26447,16407
"TFAP2B",0,4,1,0,0,1,1,1
"TFAP2C",33,1471,61,145,52,152,1058,3006
"TFAP2D",0,1,0,0,0,0,0,0
"TFAP2E",49,56,9,321,66,108,96,1152
"TFAP4",396,1364,1308,963,1151,752,1151,1184
"TFB1M",106,674,327,167,670,977,698,1689
"TFB2M",97,2062,381,376,616,538,1296,1910
"TFCP2",680,3515,1294,1072,1037,1073,2526,2495
"TFCP2L1",175,272,300,94,982,8,52,12
"TFDP1",832,2908,5351,1851,1736,1949,5136,4997
"TFDP2",493,2328,435,644,1074,859,2049,2736
"TFDP3",0,0,0,0,0,0,0,0
"TFE3",3631,4603,5019,2638,2597,1728,3467,3448
"TFEB",3105,1494,1115,1317,1795,572,1138,784
"TFEC",145,248,20,18,8,120,266,152
"TFF1",0,0,1,18,0,0,0,9
"TFF2",0,1,134,2,5,81,13,21
"TFF3",164,26,118,1236,963,222,325,529
"TFG",1746,6926,8658,5309,5435,2459,6433,7616
"TFIP11",1217,6271,3924,2445,2605,803,2148,3154
"TFPI",268,2542,262,264,168,90,227,1044
"TFPI2",36,95,11342,35,13,9146,17,206
"TFPT",1172,1484,3081,2145,3206,1643,1848,2464
"TFR2",22,38,68,172,173,87,38,32
"TFRC",919,4280,13522,6915,1630,1404,3437,3388
"TG",9,16,39,88,5,5,273,47
"TGDS",46,990,167,284,135,720,2253,1776
"TGFA",69,88,1107,50,22,11,47,54
"TGFB1",14354,1265,3310,1564,1964,4096,4181,14225
"TGFB1I1",2807,491,2254,495,2475,2785,3310,1627
"TGFB2",32,87,7,99,54,5,58,28
"TGFB3",1705,407,407,391,234,132,1897,465
"TGFBI",15054,2538,5356,1479,514,5155,41971,6372
"TGFBR1",651,6793,768,997,1990,2242,4751,6781
"TGFBR2",3057,7613,1411,6052,1107,787,6802,6857
"TGFBR3",376,6349,175,716,344,234,1021,1138
"TGFBR3L",11,8,43,14,10,19,11,4
"TGFBRAP1",1078,9472,5335,3897,2832,831,4949,4793
"TGIF1",1050,9872,3552,2457,3016,3819,6587,4649
