"GENE_SYMBOL","GSM5673325--patient 7","GSM5673326--patient 8","GSM5673327--patient 9","GSM5673328--patient 2","GSM5673329--patient 3","GSM5673330--patient 4","GSM5673331--patient 5","GSM5673332--patient 6","GSM5673333--patient 10","GSM5673334--patient 11","GSM5673335--patient 12","GSM5673336--patient 13","GSM5673337--patient 14","GSM5673338--patient 15","GSM5673339--patient 16","GSM5673340--patient 17","GSM5673341--patient 1"
"MATN1",1,3,10,7,1,6,27,5,7,2,13,5,24,7,21,6,3
"MATN2",75,81,2454,403,976,450,921,584,1762,253,623,124,690,281,1631,1078,433
"MATN3",113,100,84,10,10,35,303,16,98,4,16,11,19,69,25,10,1
"MATN4",3,4,3,21,5,0,15,2,109,8,18,43,19,60,10,20,3
"MATR3",137,148,142,111,93,25,84,108,143,59,101,380,91,67,287,123,110
"MAU2",969,1054,1860,1229,606,666,1196,1418,2746,838,2909,4825,981,1145,3589,1070,1115
"MAVS",4599,5044,3114,2077,2440,613,1266,6323,3380,1846,2151,4296,1616,3674,5547,1995,2838
"MAX",719,742,1551,1316,709,613,532,1612,1346,371,1318,2177,1177,2240,1383,707,564
"MAZ",1079,1087,2160,1126,460,1201,2638,779,3366,300,3247,3253,3227,2209,2973,450,646
"MB",157,159,122,25,73,4,4,35,5,4,7,4,69,19,20,119,10
"MB21D2",65,76,100,84,168,453,400,202,221,5,230,240,106,135,214,17,1
"MBD1",1209,1309,1435,852,476,366,1921,818,1996,689,3002,2179,828,3916,2754,788,828
"MBD2",2385,2351,1986,1053,867,684,494,1363,1751,404,2087,1281,1285,935,2904,675,762
"MBD3",1479,1542,1629,1381,523,541,1399,694,2311,1348,2146,6401,1441,5155,2712,1444,1735
"MBD3L1",1,0,0,1,2,0,0,0,2,0,1,2,0,0,2,0,1
"MBD3L2",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"MBD3L3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MBD3L4",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MBD3L5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MBD4",503,528,1359,850,633,321,644,1094,1308,313,1227,610,1099,1103,817,421,474
"MBD5",249,275,340,139,185,139,372,400,395,60,202,455,399,250,901,113,90
"MBD6",2042,2330,1948,1361,834,218,844,1787,1731,1352,2112,5039,522,2435,2643,1654,1616
"MBIP",342,350,384,206,277,374,477,281,375,109,392,1244,522,825,1034,194,244
"MBL2",0,0,1,0,0,0,0,0,0,1077,2,150,0,2,0,2718,3168
"MBLAC1",93,109,53,39,8,18,93,73,85,38,106,164,102,267,154,54,81
"MBLAC2",166,138,183,62,41,71,116,196,156,40,225,100,74,118,186,131,118
"MBNL1",1021,961,5308,2214,1043,995,1168,2990,2862,422,3443,781,1146,1217,1130,959,823
"MBNL2",1060,1021,1014,313,494,453,568,1084,480,555,1122,998,308,393,815,574,815
"MBNL3",230,243,1468,375,646,478,1222,688,746,754,2418,622,160,25,1006,1769,1828
"MBOAT1",329,393,478,202,524,453,131,451,1167,42,552,569,392,351,804,108,71
"MBOAT2",969,1030,546,561,326,368,824,755,686,27,580,972,1074,810,826,129,34
"MBOAT4",1,0,6,2,0,1,0,4,4,4,11,5,1,10,10,0,0
"MBOAT7",2070,2374,1774,1343,1238,745,1007,1984,3365,458,1800,4350,2353,2784,6256,614,568
"MBP",797,814,1413,670,609,251,472,1108,834,332,1016,333,327,873,509,501,661
"MBTD1",582,535,577,594,424,369,402,582,858,234,379,1822,374,450,983,365,444
"MBTPS1",3459,3632,3052,1401,942,2044,1911,1391,4078,878,5213,4361,1441,2706,3152,1485,1527
"MBTPS2",360,399,427,188,115,171,1151,372,335,132,789,392,212,986,459,197,325
"MC1R",290,262,162,82,21,64,94,36,224,70,153,162,41,80,567,81,71
"MC2R",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"MC3R",1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
"MC4R",0,0,2,0,9,7,1,0,11,0,11,2,18,0,0,2,0
"MC5R",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"MCAM",1889,2052,2045,1109,189,1059,1558,193,1289,207,1336,709,1179,3106,2660,342,90
"MCAT",729,765,198,585,383,356,447,289,683,248,545,627,1218,613,413,307,354
"MCC",138,146,590,191,74,80,140,415,261,245,328,323,111,472,441,493,580
"MCCC1",1494,1527,388,405,473,1329,1588,1355,1021,567,1992,811,1244,2363,1473,550,1241
"MCCC2",3618,3689,1261,1486,593,831,950,2204,2305,1006,1379,1354,529,2193,2122,1731,2164
"MCCD1",110,109,8,0,0,5,0,0,8,0,1,2,3,16,1,8,1
"MCEE",208,184,160,88,33,81,138,122,141,221,165,124,299,230,130,345,478
"MCEMP1",0,1,2,5,2,1,9,0,11,0,2,4,1,9,25,2,0
"MCF2",1,1,19,5,5,3,2,1,9,3,75,218,0,0,1,6,10
"MCF2L",594,667,561,347,25,94,277,453,184,355,281,2732,131,701,451,1006,379
"MCF2L2",1,11,18,14,23,29,16,22,7,1,113,36,3,292,12,3,0
"MCFD2",1978,2024,1307,909,469,717,2457,1421,1389,868,1910,1183,982,2753,3307,1391,1823
"MCHR1",3,3,26,39,3,37,12,4,58,13,2,3,0,4,61,18,26
"MCHR2",0,0,0,0,2,0,3,0,6,0,5,0,0,10,1,0,0
"MCIDAS",0,0,10,4,1,0,8,6,62,0,19,55,3,22,14,0,0
"MCL1",4436,4553,9050,5125,2685,3103,7583,7319,11245,1529,19745,10685,3090,5368,5836,2940,3578
"MCM10",115,112,115,120,150,201,313,97,437,4,381,384,288,607,117,19,1
"MCM2",631,680,1098,1070,1104,583,3921,1365,5559,64,4016,1840,4240,3526,656,134,135
"MCM3",1735,1880,2090,1923,738,902,3386,1118,6594,220,3937,4143,4773,4047,1502,356,341
"MCM3AP",1544,1608,2063,1238,260,895,762,1648,2029,654,2119,4297,367,2295,4739,835,918
"MCM4",1964,2077,1705,2128,773,1710,2893,2222,3111,158,3553,2500,6654,4121,1406,281,256
"MCM5",971,1105,2160,2114,847,874,2338,957,3784,262,2242,1553,2343,2057,838,274,528
"MCM6",716,736,1112,666,337,906,1933,771,2843,61,1193,817,3522,1884,1451,93,110
"MCM7",1577,1652,2567,3039,1668,1338,5388,2800,9575,876,7493,9960,7711,3907,1518,884,1169
"MCM8",523,573,464,291,733,188,342,371,417,54,480,631,702,1001,513,126,118
"MCM9",355,402,376,149,158,153,242,238,519,93,619,820,312,248,196,127,112
"MCMBP",905,861,1321,822,760,1204,1140,1390,1632,227,2674,1836,1127,1109,1399,360,472
"MCMDC2",34,37,34,49,40,25,53,22,21,4,51,44,60,26,67,15,19
"MCOLN1",397,488,527,384,216,230,383,195,647,499,1312,1526,222,2244,980,469,393
"MCOLN2",9,8,555,444,58,11,14,166,295,14,193,46,80,42,117,25,5
"MCOLN3",5,6,17,138,91,10,86,25,24,7,569,73,115,630,229,21,2
"MCPH1",280,286,481,215,135,105,110,403,264,102,237,452,203,447,297,151,121
"MCRS1",1193,1310,1143,1067,1020,1500,668,972,1576,448,3891,2437,976,3241,1607,521,485
"MCTP1",145,119,304,156,51,67,15,74,196,29,147,232,39,1315,387,38,18
"MCTP2",110,102,333,198,68,58,68,296,175,25,88,154,57,389,208,56,55
"MCTS1",569,565,444,532,392,421,784,378,469,228,1130,352,1519,2248,580,265,359
"MCU",653,608,358,207,513,805,263,423,706,108,699,752,612,402,1135,130,120
"MCUR1",951,1010,922,842,499,1346,1007,607,1800,281,1519,1064,3743,1911,1181,447,440
"MDC1",875,908,1114,892,708,137,951,405,2042,462,892,2191,973,1110,1227,479,691
"MDFI",261,281,190,215,11,178,2507,11,255,15,60,664,824,571,4508,74,4
"MDFIC",893,804,1512,439,304,186,473,388,862,93,296,1662,305,285,333,257,138
"MDGA1",69,94,126,363,5,68,112,104,287,4,235,762,41,385,54,109,112
"MDGA2",1,2,2,0,29,7,5,7,1,4,27,12,1,40,10,1,2
"MDH1",4246,3953,1383,1444,1023,1725,2131,2201,2042,1039,4286,1453,5013,12076,2369,1592,2030
"MDH1B",80,93,45,71,35,61,88,79,130,9,73,72,299,52,10,15,6
"MDH2",3437,3752,2896,3656,2134,4142,4505,5021,9280,2448,7523,5959,13731,5820,5040,2346,3117
"MDK",23579,26252,14828,19955,7810,16901,18077,4004,26423,195,1816,7199,30709,46928,19451,468,109
"MDM1",196,198,391,199,162,128,93,236,355,62,371,406,118,214,200,151,107
"MDM2",5523,5758,1035,737,510,615,363,724,784,887,916,1635,273,575,1400,977,1447
"MDM4",962,997,2348,1751,775,369,336,988,1757,504,770,7133,514,527,2598,775,1002
"MDN1",1397,1460,1946,1137,814,371,717,694,1987,1937,1593,2184,827,838,2936,1404,1394
"MDP1",7,15,22,39,19,28,38,6,52,16,56,94,92,81,74,7,20
"MDS2",0,0,29,24,3,0,4,8,20,0,3,1,6,0,8,2,0
"ME1",161,166,86,74,80,113,54,70,41,55,626,291,140,1307,262,45,144
"ME2",886,894,857,600,193,426,613,591,890,98,1856,846,437,792,657,212,134
"ME3",84,89,281,222,160,143,479,94,648,163,739,214,476,443,311,134,130
"MEA1",1744,1873,850,1159,1581,2634,1648,583,1371,442,2262,1795,4803,3883,1370,493,589
"MEAF6",1133,1178,1089,665,922,803,1123,1420,1399,302,3665,1295,2196,1701,1141,383,534
"MECOM",7155,7246,1831,1262,925,4649,7418,653,4119,88,1670,2522,2572,1476,3478,244,38
"MECP2",918,985,1935,1232,859,582,1082,1351,1455,455,2977,1814,918,1374,1233,555,645
"MECR",524,470,251,203,303,345,639,453,538,193,953,544,1616,573,543,201,277
"MED1",861,862,976,663,355,504,407,676,2330,180,690,1174,438,923,568,318,260
"MED10",623,542,653,311,854,499,922,614,491,203,2826,656,1948,1900,367,336,383
"MED11",272,300,227,170,188,194,212,132,349,235,129,454,646,574,200,244,336
"MED12",793,821,1236,826,499,189,1183,1132,1854,300,2055,2567,580,1510,886,429,323
"MED12L",4,6,64,13,13,10,48,48,10,7,113,44,13,120,20,10,8
"MED13",2363,2436,1479,965,587,674,816,1788,1454,370,1076,1998,581,1909,1890,668,866
"MED13L",436,449,2480,1105,719,378,893,1014,1480,352,2778,1867,221,592,1234,562,566
"MED14",1354,1346,1363,920,303,307,1032,1663,1177,311,1475,874,742,1813,801,414,463
"MED15",1679,1965,2889,2902,1874,523,748,1350,3085,952,2105,2618,1655,3998,8915,1035,870
"MED16",1781,2239,1736,1288,974,562,604,829,2734,988,1004,3976,1470,4336,1890,1008,1229
"MED17",540,474,558,527,228,381,956,448,842,136,533,1106,889,1169,823,203,182
"MED18",420,431,305,243,325,252,240,290,451,167,398,327,1287,1204,613,196,245
"MED19",397,410,363,454,412,479,324,352,341,167,989,461,759,685,416,138,193
"MED20",1048,1019,365,243,305,808,516,210,417,108,728,893,562,958,751,128,123
"MED21",427,422,473,275,481,759,286,446,568,50,600,547,1000,376,323,118,93
"MED22",1162,1287,1008,1118,246,297,547,480,1425,200,670,1510,623,1246,1316,256,329
"MED23",920,895,993,412,427,175,376,425,899,206,1242,1379,695,753,1225,364,384
"MED24",1189,1318,1563,1551,875,838,1134,814,2744,641,1657,5060,1696,5856,1913,1157,759
"MED25",1843,2168,1179,1128,558,690,732,1450,1884,307,2018,3160,964,1111,1837,454,395
"MED26",181,180,181,128,46,170,243,215,414,58,345,330,218,171,309,100,70
"MED27",247,235,214,257,99,297,287,106,206,50,258,251,599,439,391,51,46
"MED28",677,689,1306,963,600,747,3545,646,1612,258,898,3456,2553,1472,2659,397,391
"MED29",1376,1429,1015,636,646,640,1774,1211,3594,384,1087,1630,675,927,3049,666,662
"MED30",257,216,363,236,291,442,331,277,615,57,890,420,1963,397,523,79,112
"MED31",131,141,107,49,64,134,95,52,130,39,59,122,383,254,102,47,55
"MED4",460,462,544,553,423,494,606,530,396,154,406,540,630,610,526,322,382
"MED6",372,376,336,384,286,278,351,318,386,156,305,692,996,943,578,147,239
"MED7",344,357,268,228,145,279,533,172,314,58,136,243,502,595,218,83,127
"MED8",702,738,493,441,434,661,906,540,1302,331,1734,507,922,2175,701,340,454
"MED9",405,422,295,230,170,282,240,326,376,167,350,797,334,695,492,193,302
"MEDAG",60,55,52,54,7,22,79,7,109,12,157,57,6,79,84,15,3
"MEF2A",532,463,1134,641,358,860,609,801,790,471,820,785,420,652,838,835,852
"MEF2C",313,382,1880,854,77,181,53,523,903,132,308,38,86,736,214,167,68
"MEF2D",1262,1414,2268,1217,584,481,2103,1794,1715,452,2097,2493,438,1188,1181,519,582
"MEFV",2,3,31,24,7,4,26,13,15,5,51,2,3,10,18,25,11
"MEGF10",24,21,9,11,5,67,6,13,4,6,4,102,35,4,39,7,29
"MEGF11",23,17,24,41,10,3,63,168,137,6,168,40,5,10,12,21,5
"MEGF6",1317,1529,1350,1021,66,61,1182,597,3620,214,4120,3427,1071,31,1442,672,214
"MEGF8",1824,2064,1156,623,570,200,1912,1325,1807,464,1405,4780,448,1136,3658,1030,827
"MEGF9",237,258,428,147,130,400,511,417,316,276,383,660,225,506,941,630,832
"MEI1",11,11,259,127,7,33,62,69,129,16,135,10,30,16,137,23,5
"MEI4",0,0,1,0,3,2,45,0,54,5,3,0,0,6,1,12,35
"MEIG1",3,5,6,8,2,2,19,19,5,5,11,21,53,13,4,3,1
"MEIKIN",0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
"MEIOB",0,1,0,0,1,4,14,0,5,1,0,0,2,0,3,1,1
"MEIS1",80,63,1166,2850,1534,1501,2367,3040,3196,97,3515,25,6073,512,3521,501,119
"MEIS2",41,58,470,72,754,186,698,236,555,233,39,42,983,1205,39,159,158
"MEIS3",152,167,139,116,19,302,49,27,205,29,63,49,180,221,137,32,21
"MELK",258,241,150,253,170,253,356,232,506,3,897,261,412,763,232,30,4
"MEMO1",85,98,118,164,123,115,121,68,168,70,78,172,108,178,247,73,114
"MEN1",857,931,884,1478,445,477,1356,927,2782,574,2529,2640,1699,1247,1841,683,811
"MEOX1",2705,2909,364,312,9,666,249,143,151,1,73,81,396,0,284,51,0
"MEOX2",108,138,162,44,5,16,9,19,121,5,12,303,16,1422,52,27,6
"MEP1A",1,0,20,2,1,0,0,10,7,0,3,0,0,2,13,0,1
"MEP1B",2,4,8,1,0,1,3,0,2,10,4,2,5,2,0,4,25
"MEPCE",1131,1234,1508,938,623,599,2055,2528,2373,599,3269,4161,1886,1164,1988,704,835
"MEPE",0,0,0,0,2,0,1,0,1,3,0,0,4,4,7,0,0
"MERTK",649,588,818,331,59,444,170,98,1140,134,311,227,151,1114,1403,569,334
"MESP1",19,23,145,144,15,57,126,37,74,26,87,129,361,314,227,42,67
"MESP2",4,4,25,7,4,16,45,5,13,0,6,7,116,134,79,2,0
"MEST",638,567,534,415,450,3484,12516,883,3003,247,4101,51440,5159,1519,4965,409,579
"MET",1054,1021,378,65,610,226,23,200,228,647,1182,1368,135,1467,1067,1082,1929
"METAP1",1293,1292,1186,492,730,879,531,560,1561,228,586,1532,812,522,2462,342,474
"METAP1D",44,44,187,105,218,57,116,134,360,210,162,463,470,342,427,283,238
"METAP2",3769,4072,1909,2079,1417,2252,1608,1083,2509,1159,2786,3813,4040,3090,2593,933,1747
"METRN",1309,1380,2041,1767,276,2392,426,840,535,638,548,414,1955,1192,2892,848,974
"METRNL",474,442,709,987,322,978,159,1002,3090,86,1530,1761,2920,7628,1051,237,78
"METTL1",454,450,233,325,205,392,261,234,478,80,485,535,1029,678,352,100,117
"METTL11B",2,1,1,2,0,18,5,1,1,0,2,18,7,52,0,0,0
"METTL14",482,485,612,283,321,397,293,345,569,229,453,1076,487,573,945,380,482
"METTL15",177,166,187,134,235,168,144,208,197,84,197,211,159,159,578,138,161
"METTL16",629,672,685,632,444,298,854,518,1051,195,750,1345,459,658,830,246,282
"METTL17",486,523,854,830,325,226,658,590,1236,735,1543,2726,863,2598,1548,907,1015
"METTL18",159,165,224,157,105,127,224,170,233,57,228,497,359,248,231,63,45
"METTL21A",186,157,420,275,167,245,369,116,485,91,224,410,791,333,259,182,115
"METTL21C",0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
"METTL22",219,272,280,281,134,103,153,102,503,145,254,505,418,267,881,198,240
"METTL23",202,258,363,504,249,610,365,244,673,143,343,561,1110,1157,1107,197,242
"METTL24",6,3,17,7,0,168,383,7,214,3,44,8,31,65,18,12,2
"METTL25",143,165,117,103,114,68,41,70,73,32,146,140,104,55,86,54,74
"METTL2A",633,705,316,393,189,293,187,310,558,103,312,608,775,961,352,117,188
"METTL2B",390,453,528,392,295,158,434,438,982,173,552,908,1112,386,466,211,258
"METTL3",759,814,1030,999,347,493,953,1036,1932,349,1972,2336,1213,1630,1873,545,605
"METTL4",187,220,254,113,151,166,102,140,283,61,181,311,102,418,271,82,72
"METTL5",458,505,517,368,351,846,780,498,963,134,534,526,2286,1290,465,291,296
"METTL6",248,224,150,142,78,211,375,239,199,67,493,247,204,330,219,88,86
"METTL7A",337,330,2330,781,896,449,177,1116,1078,10202,3383,2955,314,5436,1920,13561,21004
"METTL7B",32,67,107,350,276,158,88,187,235,1432,631,258,497,781,80,1786,3500
"METTL8",132,136,565,266,115,164,227,253,496,97,343,358,607,426,526,163,135
"METTL9",5934,6129,1812,1081,644,2213,2173,896,2075,175,1795,2196,4314,4472,4551,266,243
"MEX3A",590,644,229,128,318,395,3162,85,4219,140,1447,15680,812,704,1297,209,146
"MEX3B",44,71,198,67,4,49,224,21,184,14,441,655,52,790,79,27,10
"MEX3C",729,733,906,476,391,572,936,741,896,89,2314,1446,644,427,1723,156,145
"MEX3D",1156,1306,894,389,216,642,1103,378,2017,209,2284,4586,1337,3022,2068,282,309
"MFAP1",598,594,668,387,413,600,614,508,912,122,543,1056,1343,1682,776,197,206
"MFAP2",350,412,155,179,506,417,1447,12,1034,11,853,2927,3934,639,1150,205,10
"MFAP3",189,223,220,75,37,132,615,274,328,20,177,221,142,322,335,47,36
"MFAP3L",707,723,307,52,69,129,40,119,60,313,77,455,18,130,1798,670,787
"MFAP4",130,155,1998,637,62,119,552,56,1326,213,118,71,366,1541,280,1080,223
"MFAP5",5235,5322,270,74,337,696,69,964,201,1,59,3,373,10,59,65,2
"MFF",1204,1219,1059,890,741,969,896,737,1305,449,1217,1182,1867,2326,877,555,742
"MFGE8",15278,17063,7068,4633,4476,1752,4120,4466,2689,265,8730,3231,2152,4539,2955,1263,87
"MFHAS1",3530,3666,1186,1405,530,487,464,1449,1591,195,1617,2848,283,787,2607,232,281
"MFN1",1023,1054,1164,913,1005,1274,1521,1730,1386,233,1635,820,1410,1554,1605,300,368
"MFN2",2363,2575,1644,1210,1045,973,1735,2907,2890,1132,1743,2040,2219,5546,3372,1845,2320
"MFNG",121,118,1208,661,87,75,55,291,639,131,258,64,125,156,262,203,45
"MFRP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MFSD1",1342,1399,1248,1135,718,1040,1273,1472,1272,336,2837,600,759,3983,787,593,703
"MFSD10",1517,1828,1970,2870,3252,555,3007,1542,3548,443,1592,7741,3722,3069,5108,576,353
"MFSD11",235,233,478,331,245,205,426,247,590,200,341,580,673,781,1473,189,311
"MFSD12",5946,6871,1470,1583,408,449,651,1300,1611,482,1880,2209,975,1924,1416,619,695
"MFSD2A",460,456,337,146,14,32,75,60,466,2842,1203,1118,133,510,422,3488,3780
"MFSD2B",4,4,9,4,4,0,7,7,14,5,6,10,9,13,16,2,0
"MFSD3",540,599,723,1797,384,478,1998,372,2552,939,419,1851,3146,393,2642,778,979
"MFSD5",860,926,776,668,483,440,292,796,1391,127,1511,695,712,4172,830,210,185
"MFSD6",203,193,1082,474,541,383,106,2237,776,31,677,389,760,374,452,56,46
"MFSD6L",97,100,58,29,37,76,202,129,291,6,5,224,661,8,31,0,3
"MFSD8",439,467,523,252,161,193,223,169,428,170,286,615,244,435,747,261,413
"MFSD9",287,289,268,143,104,199,272,214,478,101,426,359,154,501,615,158,217
"MGA",803,808,1257,616,612,450,911,932,1355,217,987,1654,547,1320,927,309,372
"MGAM",4,0,8,8,17,2,11,5,14,2,15,2,10,4,4,4,0
"MGAM2",1,1,5,3,0,0,0,1,0,5,0,1,1,0,0,0,0
"MGARP",2,3,1,2,6,12,2,0,2,0,7,2,9,11,5,6,1
"MGAT1",5393,6035,5446,2706,1355,2235,3294,2483,6453,1906,3976,3251,2966,16517,6309,2656,2774
"MGAT2",122,199,189,77,10,35,80,134,300,26,442,216,118,318,175,50,45
"MGAT3",1300,1390,1119,1045,75,831,864,289,2130,8,362,1445,424,508,1585,67,1
"MGAT4A",1780,1799,1508,819,396,372,1959,536,1043,112,1458,374,463,895,2161,189,374
"MGAT4B",4114,4568,3049,3257,2949,2043,2655,3794,3083,5029,4366,5667,6329,10783,5199,5656,7688
"MGAT4C",1,0,1,1,86,21,3,0,1,3,4,62,2,149,74,6,1
"MGAT4D",0,0,1,1,2,0,1,0,0,0,1,1,0,0,0,1,0
"MGAT5",1706,1756,3116,1936,312,569,777,1445,3850,155,1094,3875,353,958,2812,281,96
"MGAT5B",39,41,204,209,2,88,175,0,293,4,15,153,13,21,54,10,5
"MGLL",34083,36440,1545,1214,680,362,1199,690,704,2032,302,619,615,862,4195,2218,3652
"MGME1",1120,1094,619,547,451,549,514,434,797,153,357,939,879,1058,924,219,242
"MGMT",240,252,674,1561,1469,1338,1034,638,940,2056,1085,842,1539,148,832,1679,2629
"MGP",645,650,912,354,177,462,327,110,645,200,993,617,1768,10188,294,227,66
"MGRN1",2255,2661,2106,1890,626,639,1854,976,2395,926,2254,3249,1067,1701,5124,1307,1706
"MGST1",109,101,304,71,1078,36,185,106,342,7996,1726,2229,2785,3501,1483,13766,22622
"MGST2",735,716,906,490,553,862,474,688,793,1607,917,572,4659,1369,1480,2358,2697
"MGST3",2277,2463,1201,743,559,1369,3558,1636,908,621,1559,2287,4425,4432,1162,1113,1258
"MIA",6,4,8,5,3,8,4,2,9,1,2,28,3,0,1,5,1
"MIA2",122,151,106,73,43,75,43,45,86,212,64,169,39,151,185,333,396
"MIA3",1614,1634,1724,804,329,341,796,1274,1387,840,3253,3283,524,1398,2448,1409,1757
"MIB1",953,843,1158,516,294,456,744,482,798,184,1664,1920,446,1593,1911,448,488
"MIB2",2073,2504,1508,1563,593,299,1100,2087,2554,1260,4433,4458,1551,2925,4685,1879,1594
"MICA",635,644,318,274,233,164,500,206,547,441,400,417,233,1983,168,381,223
"MICAL1",575,655,4217,2399,302,99,235,836,2380,299,1145,3569,190,913,960,661,160
"MICAL2",595,680,848,679,495,736,309,1136,1068,220,1479,282,529,157,657,548,325
"MICAL3",442,508,1230,637,416,117,209,648,1178,289,713,555,266,657,818,576,456
"MICALL1",1085,1258,1096,821,309,488,1021,851,1442,145,1139,774,439,2540,1587,215,188
"MICALL2",665,849,1513,1177,536,172,233,568,1495,592,1010,641,276,651,1999,966,632
"MICB",294,311,358,171,27,31,140,191,432,11,283,44,33,628,74,46,13
"MICU1",607,645,679,485,1032,705,619,639,1093,974,1095,1609,1467,1690,964,1207,1949
"MICU2",945,864,828,693,427,581,280,801,743,233,544,1015,1175,2460,588,377,437
"MICU3",46,54,123,37,6,54,31,25,55,91,105,354,25,54,19,247,241
"MID1",1587,1617,603,174,278,176,267,388,407,101,558,410,259,1914,152,162,105
"MID1IP1",1058,1078,1474,940,258,1298,15,1817,2403,459,3823,1485,1119,1900,1360,596,780
"MID2",155,146,129,62,21,67,92,152,63,23,617,88,111,226,180,29,49
"MIDN",6162,6727,3660,2276,966,711,948,2224,5259,859,3504,8012,792,1572,4545,746,705
"MIEF1",1205,1267,950,1337,502,730,1077,786,1172,447,1057,1409,569,1286,1128,555,752
"MIEF2",751,732,281,209,228,202,309,374,431,112,215,826,283,488,470,157,230
"MIEN1",609,655,620,840,1062,779,444,405,1905,355,580,895,1960,2273,764,517,403
"MIER1",1001,966,1260,710,456,579,555,939,1211,247,1172,602,252,1220,990,423,523
"MIER2",538,630,440,355,139,148,361,234,612,101,433,1444,225,1569,544,117,71
"MIER3",712,695,521,327,234,295,339,497,704,106,386,623,164,528,292,237,212
"MIF",953,1161,1040,658,1509,965,758,725,2208,329,1850,2176,4066,5607,1461,473,575
"MIF4GD",807,865,579,454,289,338,270,245,584,129,546,510,611,781,813,184,169
"MIIP",651,794,822,1026,470,384,434,657,1457,535,1140,1303,1123,1867,898,421,397
"MILR1",25,26,337,133,50,31,14,123,172,19,102,7,35,127,53,35,9
"MINK1",2060,2321,2875,2016,1159,612,1926,2765,3700,894,2590,8137,1210,2631,2871,1427,1296
"MINPP1",425,463,391,190,226,206,224,167,449,206,830,764,205,649,673,361,423
"MIOS",613,562,721,398,189,482,526,441,848,176,714,1201,337,1000,428,281,346
"MIOX",28,26,11,14,15,1,1,2,2,4,11,4,3,102,6,6,4
"MIP",0,2,2,2,2,1,11,3,4,7,15,7,5,12,2,16,14
"MIPEP",639,656,252,346,169,290,134,926,612,101,339,519,718,1133,225,176,190
"MIPOL1",80,73,15,11,47,48,134,124,76,24,93,435,108,206,179,63,35
"MIS12",471,465,593,293,191,318,574,213,481,218,399,917,822,893,499,236,182
"MIS18A",406,381,402,346,219,807,813,527,690,72,1042,867,487,1656,503,151,135
"MIS18BP1",336,296,727,736,426,302,845,650,966,49,641,1271,561,680,468,128,66
"MISP",2439,2771,734,1131,1558,877,91,2418,1946,0,7,435,403,30,131,39,2
"MITD1",276,283,704,597,279,214,537,325,817,167,641,526,487,974,781,301,256
"MITF",1392,1374,100,83,40,125,80,158,181,27,339,192,81,271,94,49,36
"MIXL1",4,8,90,20,3,1,11,24,25,6,43,23,7,64,62,4,1
"MKI67",2407,2686,1289,1914,1775,513,1580,1509,5526,21,3527,3604,915,1789,881,50,31
"MKKS",1156,1107,710,525,758,746,445,1054,545,508,1018,821,3108,3469,956,565,801
"MKLN1",900,940,782,391,519,361,823,1216,1195,308,1146,986,831,1532,789,397,424
"MKNK1",431,434,739,721,583,227,288,708,1726,629,827,457,690,1076,908,702,750
"MKNK2",2633,2934,6385,3325,1831,1267,1357,4427,5677,2493,8345,4786,1728,5782,4511,2451,3088
"MKRN1",3088,3117,2142,2097,1587,2244,1929,5338,4183,571,5700,3349,4543,4947,2848,879,1036
"MKRN2",630,599,504,289,180,846,914,807,896,136,1335,782,417,829,685,288,242
"MKRN2OS",10,11,12,16,49,129,16,92,24,4,10,30,13,4,136,5,9
"MKRN3",0,0,16,35,74,20,166,0,3,0,1,1,0,138,2,9,5
"MKS1",511,495,260,468,208,178,266,215,851,161,383,1223,767,1110,851,249,231
"MKX",48,39,37,18,63,16,17,0,11,12,2079,35,18,181,111,12,7
"MLANA",30,31,17,12,7,1,5,20,19,11,10,9,5,3,18,15,16
"MLC1",5,4,96,75,1,2,68,12,58,5,375,4,32,1681,188,6,5
"MLEC",3968,4049,3903,4057,2018,1685,2341,2800,5042,2326,8061,6569,1541,7504,6842,3839,3893
"MLF1",571,491,195,241,722,563,1187,501,579,317,1214,424,2122,1256,281,96,112
"MLF2",4240,4781,4408,4857,5721,6329,1469,3418,8233,3176,7741,6361,10780,6440,6708,3710,4851
"MLH1",490,472,559,645,215,311,1083,490,698,205,530,568,543,798,504,215,291
"MLH3",467,467,539,467,170,251,293,452,492,225,322,1502,433,354,1167,236,375
"MLIP",3,6,3,1,9,1,0,8,3,204,8,42,25,5,0,452,477
"MLKL",123,122,625,377,87,57,43,166,346,131,728,61,52,194,277,251,133
"MLLT1",1546,1842,1933,1354,728,537,1108,1341,2690,1205,7253,7383,800,2492,3350,1011,1179
"MLLT10",495,558,772,420,957,456,560,777,587,403,1200,483,618,1106,375,497,696
