"GENE_SYMBOL","GSM6935515--Patient1","GSM6935517--Patient3","GSM6935519--Patient4","GSM6935521--Patient14","GSM6935523--Patient16","GSM6935524--Patient18","GSM6935525--Patient19","GSM6935526--Patient20","GSM6935527--Patient21","GSM6935529--Patient23","GSM6935530--Patient24","GSM6935532--Patient25","GSM6935533--Patient27","GSM6935534--Patient28","GSM6935536--Patient31"
"TMEM241",394,223,835,565,551,2585,2128,3828,592,818,1366,1075,658,1254,692
"TMEM242",650,636,884,160,1210,1197,3218,2373,321,746,473,979,1304,1490,504
"TMEM243",782,1414,1417,238,654,1229,1254,1402,886,935,935,881,994,2730,811
"TMEM244",6,8,9,10,0,4,0,4,0,0,1,1,10,32,0
"TMEM245",4908,7283,5249,2563,9763,8562,13484,26517,7773,14616,7461,5068,9690,10773,2693
"TMEM248",7432,11748,8250,2182,8117,15139,13417,21394,8694,11706,15825,7290,9786,16532,2774
"TMEM249",11,3,3,1,0,16,2,39,17,5,4,27,4,0,8
"TMEM25",356,198,707,295,552,818,3087,1349,1443,1416,898,439,646,1383,510
"TMEM251",289,358,444,234,453,518,557,1179,307,626,755,396,222,736,373
"TMEM252",1,0,4,1,0,0,0,0,0,2,0,1,0,4,1
"TMEM253",34,11,3,0,16,7,310,74,20,41,4,65,19,12,9
"TMEM254",3135,2564,1033,634,2513,1193,7947,11517,3452,5509,2523,1238,837,2091,555
"TMEM255A",680,148,148,221,84,117,32,181,27,50,263,69,127,592,0
"TMEM255B",318,544,664,247,154,254,572,280,343,232,308,255,1643,923,20
"TMEM256",223,262,668,340,763,595,488,1489,686,1025,532,375,350,819,64
"TMEM258",1186,3103,2161,458,1978,1778,2924,3698,1288,3566,1956,1800,1142,2045,650
"TMEM259",7062,3914,5111,3076,4348,7027,9142,5535,5385,5752,4625,4271,6126,12907,2481
"TMEM26",186,107,95,26,126,268,84,187,239,444,1808,64,95,177,0
"TMEM260",1489,1405,1307,399,2180,3409,1935,5617,1101,1933,2865,2119,2256,2323,2089
"TMEM262",12,0,6,23,20,24,48,19,48,36,7,18,23,20,6
"TMEM263",2550,1418,2769,1881,3433,3327,4743,11210,2932,3472,2721,1785,4307,2987,2279
"TMEM30A",7159,8126,9014,3655,11427,19611,22851,24133,9998,10262,12876,4411,9009,15746,2005
"TMEM30B",1512,10854,880,563,8092,3696,12466,11540,2369,6218,3659,6041,1044,2082,2155
"TMEM31",0,15,22,3,0,1,7,43,0,1,0,6,15,4,3
"TMEM33",4659,6649,4322,2155,9880,10276,12425,9530,5861,5581,12612,4148,3231,7880,1312
"TMEM37",728,461,388,91,1067,834,160,516,320,964,570,1217,2439,597,13
"TMEM38A",114,36,263,165,201,382,142,114,991,187,513,207,152,687,26
"TMEM38B",770,334,650,340,520,1844,124,2383,150,797,2069,544,403,2118,591
"TMEM39A",2536,2207,2076,580,2087,3217,7030,11745,2979,2672,3494,2669,3306,3926,2461
"TMEM39B",710,665,1287,103,651,969,949,2573,961,1249,918,755,937,1223,571
"TMEM40",5,2062,134,208,2096,1593,4036,2683,53,1555,170,3196,9,387,2263
"TMEM41A",1233,2391,1201,506,2822,5442,11250,5517,4768,4091,2447,2144,1485,3797,1383
"TMEM41B",1113,1410,1930,424,3922,5684,5057,3649,3012,1593,3125,2758,1408,3297,1545
"TMEM42",408,350,472,156,430,802,882,1057,498,728,416,616,765,1248,563
"TMEM43",5989,6491,2958,1041,5519,11149,11355,26021,5139,7465,6381,14565,7834,9825,8065
"TMEM44",399,847,492,153,982,1145,592,3937,1041,1141,482,1080,1611,1376,412
"TMEM45A",1154,5998,164,137,3196,41371,2339,1488,362,2025,3115,7590,1520,3133,74
"TMEM45B",271,2736,455,202,5969,3222,6677,188,1649,4870,121,963,48,3171,24
"TMEM47",615,4813,1447,172,3230,1517,3127,1555,1716,4773,425,744,3723,657,799
"TMEM50A",4320,5084,4871,3517,6257,9313,5395,9590,7408,7637,8475,3089,4496,9757,2061
"TMEM50B",1559,1626,1978,618,3286,2132,7427,4561,1579,3858,2463,2120,3869,4008,1763
"TMEM51",1958,1627,1213,635,3546,2430,11074,1397,3521,5649,2016,1717,637,2369,24
"TMEM52",3,11,28,6,41,16,27,263,4,23,28,18,9,29,30
"TMEM52B",135,54,112,26,38,146,2607,62,28,14,45,164,3,19,536
"TMEM53",374,379,364,210,840,462,1326,1064,605,855,391,446,314,476,162
"TMEM54",416,1349,714,463,1843,1406,3010,3704,2244,2446,3223,1766,548,1423,209
"TMEM59",5699,8125,5067,3692,13282,13559,8589,9531,9752,15735,13362,6384,9608,15356,8340
"TMEM59L",0,2,3,17,0,18,19,4,7,10,0,13,109,0,0
"TMEM60",444,806,529,279,511,1014,352,2031,634,866,1069,498,489,1195,249
"TMEM61",3,14,20,333,14,10,4,111,0,53,240,3,50,84,0
"TMEM62",1479,1077,1385,754,1552,2242,3981,5297,2967,2204,2728,1032,1122,2520,1043
"TMEM63A",8167,4623,5522,1758,6078,6356,21565,13655,5285,5391,5321,3143,6885,10126,2863
"TMEM63B",2618,1887,1924,1262,4818,5826,6610,2989,3864,6565,6983,3662,2059,4010,1513
"TMEM63C",78,31,66,349,12,24,14,393,28,9,157,421,9,811,1
"TMEM64",2080,2580,1223,523,2376,1002,3975,3996,3778,6325,11139,1832,1703,3343,1513
"TMEM65",1227,1553,1811,603,2583,4584,1516,3641,921,1358,3501,2439,2086,3022,1395
"TMEM67",566,242,283,507,1027,1416,827,3089,441,1767,1436,1606,916,744,776
"TMEM68",1055,814,975,292,1507,2153,2102,3870,681,2299,1440,1730,1036,2592,1311
"TMEM69",870,1662,1055,517,2360,1669,2275,3282,1481,2942,2848,1007,713,2252,625
"TMEM70",638,480,807,830,1279,1399,1304,1943,393,1362,1421,947,720,2758,527
"TMEM71",329,145,527,33,115,201,35,489,283,33,54,287,710,1454,220
"TMEM72",58,4,2,3,0,2,0,4,5,2,1,10,6,12,0
"TMEM74",2,1,14,6,32,1,2,131,8,5,207,0,13,8,0
"TMEM74B",22,49,32,39,120,53,97,721,86,246,14,33,112,55,1
"TMEM79",446,777,592,490,1903,1719,3706,2992,2509,1857,2375,732,345,2003,972
"TMEM80",559,293,869,190,873,641,1498,991,622,790,786,533,663,1373,556
"TMEM81",165,82,139,26,105,110,152,444,47,176,339,120,207,308,89
"TMEM82",6,0,0,55,134,12,2,1,0,17,59,0,0,0,0
"TMEM86A",1481,842,743,539,718,2405,276,1028,694,534,555,424,703,1849,45
"TMEM86B",154,26,120,14,128,80,27,188,118,318,98,76,104,215,32
"TMEM87A",2966,6782,2869,1623,7786,9254,19064,12439,7773,7663,6061,4988,4972,9303,2560
"TMEM87B",2610,4278,3559,2756,7391,8283,18200,9177,4091,3161,5705,2016,4049,6066,1181
"TMEM88",46,63,87,18,31,26,40,478,39,160,6,40,319,140,27
"TMEM88B",0,0,0,3,0,9,129,0,24,2,0,4,4,5,1
"TMEM89",1,0,0,0,0,3,3,0,0,3,1,0,3,3,2
"TMEM8B",562,945,685,435,788,213,510,2555,1054,834,2943,674,1220,620,201
"TMEM9",1194,1418,1752,1114,2048,1148,4172,13161,4383,3246,7055,2254,1765,2673,770
"TMEM91",657,94,261,68,332,809,152,503,128,879,46,226,570,200,223
"TMEM92",30,12,10,23,364,15,311,966,4,151,96,332,92,99,2
"TMEM95",7,2,7,1,0,6,3,4,0,13,0,4,6,8,17
"TMEM97",1030,2526,1228,701,4208,4729,4872,14358,8325,37184,4366,2258,288,3442,551
"TMEM98",597,785,928,266,1928,616,349,13244,824,4353,4342,2163,1888,723,14
"TMEM99",200,269,444,417,360,690,1130,1209,584,884,148,472,348,1176,196
"TMEM9B",1597,1586,2006,483,3227,4030,4616,2848,1352,2180,1469,1539,1734,4505,1198
"TMF1",5196,4876,5414,1595,6937,13972,17003,18192,10458,8051,8173,4200,9143,10014,9349
"TMIE",2,45,48,1,9,74,12,85,24,17,47,138,36,53,2
"TMIGD1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"TMIGD2",71,46,108,4,14,26,55,60,62,17,47,7,68,211,6
"TMIGD3",911,465,69,338,212,797,113,392,160,188,539,280,311,340,5
"TMLHE",693,522,765,207,1255,1384,1353,2068,1018,822,2530,567,1105,1333,355
"TMOD1",390,122,339,50,921,180,66,302,190,332,680,140,809,393,166
"TMOD2",3651,581,1473,326,1183,4255,1260,4672,1076,2293,2949,1649,3953,3140,1256
"TMOD3",7153,9071,7860,2384,16230,18980,26700,24259,13239,19818,16064,10144,10135,19511,7841
"TMOD4",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"TMPO",8393,5182,14818,2222,11248,10719,8787,59136,9430,23669,23026,14100,5723,23040,6279
"TMPPE",1298,1617,1116,169,1094,2215,3165,3733,2403,1140,2438,803,1172,1809,737
"TMPRSS11A",22,42,13,1,76,8,126,57,0,0,0,110,0,12,12
"TMPRSS11B",0,0,0,0,0,1,0,0,0,0,0,0,0,0,38
"TMPRSS11D",1,0,0,1,286,15,0,0,0,0,0,138,0,275,2
"TMPRSS11E",2,177,445,25,162,2560,10812,70,526,572,10,75,12,698,41
"TMPRSS11F",4,0,0,0,5,3,4,2,0,0,0,24,0,92,6
"TMPRSS12",1,0,15,21,0,2,14,10,0,1,4,9,0,3,29
"TMPRSS13",159,181,134,647,213,187,10,166,43,84,2211,608,73,1454,5
"TMPRSS15",5,0,35,0,0,19,0,57,0,0,165,4,0,0,62
"TMPRSS2",1446,1541,579,229,5067,7,6698,23439,8441,7197,614,1748,0,291,48
"TMPRSS3",678,70,3954,38,201,43,787,108,136,149,640,241,40,262,9
"TMPRSS4",334,5893,764,1314,34517,13,7390,70,3,8022,1077,17056,27,4322,9
"TMPRSS5",114,24,51,2,7,12,18,87,12,23,2,36,73,65,21
"TMPRSS6",34,2,3,4,1666,533,195,21,11,1234,538,11,12,17,1
"TMPRSS7",3,15,2,4,3,1,51,4,17,15,7,13,1,1,7
"TMPRSS9",1,0,5,21,45,8,7,30,0,34,10,3,6,6,1
"TMSB10",51685,44479,57147,17314,65406,72986,77045,118197,100950,55274,58372,22418,50904,126498,6545
"TMSB15A",22,26,128,1,1,2,7,3279,4,47,12,5,0,46,34
"TMSB15B",35,21,90,28,23,10,85,244,42,93,47,9,38,87,1
"TMSB4X",48590,59486,88093,12770,44386,59811,106388,41691,50715,66586,18054,43339,48501,178059,3558
"TMSB4Y",47,7,350,108,2,33,251,2531,69,389,1,394,0,152,327
"TMTC1",832,1155,1262,250,5688,7844,338,4067,496,557,2654,152,9430,1770,36
"TMTC2",1967,2482,1334,378,2854,2189,2371,21882,4420,5030,5276,3335,2605,1362,1290
"TMTC3",1841,3265,1761,975,5533,7479,7174,12277,1762,7159,7624,4025,3044,3173,2304
"TMTC4",887,1926,1221,854,2009,3196,1711,6805,1059,3894,5083,2916,1480,1228,1037
"TMUB1",1341,2788,1563,564,1216,1717,2675,3804,1807,1600,3326,1065,653,1727,644
"TMUB2",1876,1263,1761,360,1626,2851,3119,2929,2386,2358,4135,1249,2191,3220,810
"TMX1",2715,3913,2716,1249,4710,7478,8603,7744,2151,6935,4560,5115,2637,8083,2504
"TMX2",1516,3401,2934,679,4628,4933,7463,6979,4722,7034,4024,3246,2647,5782,1248
"TMX3",2565,1980,2949,922,4518,9768,5510,10254,2226,5103,7501,2645,4788,8170,1759
"TMX4",4702,3665,4114,1573,3892,4609,3806,8596,4431,5982,3457,2931,5808,10980,1149
"TNC",9956,20471,16161,847,1993,3013,8043,7392,18289,45562,6226,51627,25366,26141,182
"TNF",777,301,1206,50,95,358,28,310,502,110,224,129,249,1862,21
"TNFAIP1",2433,2127,2891,1746,5049,11146,7261,8589,4107,6538,7489,2873,6541,7061,1401
"TNFAIP2",33856,11488,11650,2131,21976,12064,5912,9089,22597,80137,19249,24173,10307,16229,2886
"TNFAIP3",7787,3215,8310,1274,1912,7352,7932,6645,6526,3334,7479,2471,5382,19712,939
"TNFAIP6",230,97,9,22,71,779,254,58,325,480,130,76,220,111,12
"TNFAIP8",3065,2634,6061,519,1676,13089,2022,7337,2493,3487,1678,2120,3082,12596,3163
"TNFAIP8L1",1156,1425,1927,256,2215,2423,748,3399,1218,2630,1895,2018,2507,3142,310
"TNFAIP8L2",483,272,824,89,92,325,38,389,404,52,176,107,499,2434,40
"TNFAIP8L3",160,80,226,82,38,1016,74,70,200,41,180,175,553,1103,2
"TNFRSF10A",1307,1272,1768,363,2461,2473,2268,1540,1478,2061,2809,982,1479,3937,201
"TNFRSF10B",3667,2178,2880,541,5964,3764,3538,3099,1770,9881,8375,3048,4968,6576,776
"TNFRSF10C",210,113,272,9,67,181,403,175,71,232,519,122,199,379,431
"TNFRSF10D",257,316,544,42,781,860,428,1678,398,1186,186,633,1237,859,104
"TNFRSF11A",7092,308,744,441,881,382,2913,2356,253,560,1428,659,556,2439,33
"TNFRSF11B",673,598,591,44,102,393,166,50,357,228,200,151,1174,1316,155
"TNFRSF12A",557,515,545,349,1140,5219,3921,415,1615,3715,2207,1019,1295,2053,826
"TNFRSF13B",225,12,506,39,4,5,2,120,123,0,3,41,44,866,20
"TNFRSF13C",1154,212,10957,219,65,47,12,3646,396,87,23,251,1033,8105,103
"TNFRSF14",4451,2530,4743,760,2715,1977,1989,2482,3033,750,1684,2020,3623,8212,666
"TNFRSF17",290,96,999,58,12,8,0,119,19,4,39,37,141,584,0
"TNFRSF18",252,137,328,32,76,64,7,67,453,79,120,267,83,807,0
"TNFRSF19",821,108,346,29,216,4670,17186,458,1819,368,3404,829,1260,256,2
"TNFRSF1A",5015,4487,4939,1311,7050,8277,16679,11302,5576,7569,7028,6009,11973,7836,2446
"TNFRSF1B",8919,3823,7985,1018,1492,3494,469,4317,6852,1378,3242,1566,6220,18690,463
"TNFRSF21",1602,8318,4985,875,21653,8828,105640,4665,35175,90601,2085,15219,3302,9559,2262
"TNFRSF25",1027,196,958,188,516,175,317,1834,805,303,287,506,1513,1977,585
"TNFRSF4",415,270,753,73,27,146,11,146,320,49,43,44,188,1080,13
"TNFRSF6B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TNFRSF8",224,140,405,32,32,125,12,119,1212,25,53,38,475,432,9
"TNFRSF9",3338,796,2092,156,146,1002,17,797,1727,235,3335,257,368,6348,21
"TNFSF10",7384,12988,6657,619,9271,4405,8503,4573,3842,2616,12399,20470,7317,19885,16668
"TNFSF11",139,0,1330,39,10,16,57,137,177,103,11,48,55,3573,0
"TNFSF12",1265,724,1170,225,317,1205,495,836,1265,664,771,275,1809,2226,155
"TNFSF12-TNFSF13",0,0,3,0,0,0,0,6,4,0,0,0,1,5,0
"TNFSF13",625,515,526,175,215,450,1070,338,982,439,247,344,300,795,20
"TNFSF13B",2860,1153,1006,555,451,3202,170,909,1007,386,795,351,1355,4727,148
"TNFSF14",765,511,694,178,1351,618,182,359,527,1134,377,301,831,1650,83
"TNFSF15",688,725,584,242,1094,643,3614,735,153,3281,300,968,752,1374,680
"TNFSF18",116,67,7,14,0,4,5,17,15,20,82,9,16,130,19
"TNFSF4",1666,285,401,32,68,400,222,223,757,1061,672,41,430,905,31
"TNFSF8",555,337,1048,177,66,472,45,537,389,31,208,142,902,2445,43
"TNFSF9",258,47,64,31,91,71,137,54,94,28,8,30,51,562,4
"TNIK",5360,2786,2610,812,2244,1312,409,3847,2646,3390,536,2701,2033,4892,204
"TNIP1",14443,7390,8351,2236,6395,7695,7543,15741,8750,8848,22526,4269,8807,17189,3334
"TNIP2",1695,1521,2069,1252,1186,2329,1953,5743,2662,2432,3736,1454,2187,4321,904
"TNIP3",991,161,268,90,42,148,5,213,274,80,99,133,114,895,16
"TNK1",500,428,671,200,1282,1268,387,1253,1618,1523,738,703,242,620,650
"TNK2",4366,3327,4991,2316,1605,3212,2848,19094,4845,3625,2168,2673,4829,5640,2408
"TNKS",4238,4111,5856,1825,7714,4940,7341,16941,4101,10968,9193,5847,7096,6119,2501
"TNKS1BP1",7623,10402,5275,4983,7000,18215,49249,19420,13595,27652,16416,21411,15613,6227,8998
"TNKS2",4387,5666,6663,1893,10809,6153,13283,26463,4283,12874,7613,4529,7246,15497,3308
"TNMD",4,0,9,5,4,4,0,7,0,0,0,6,563,4,0
"TNN",15,11,56,8,25,37,934,14,205,151,70,9,29,26,0
"TNNC1",27,60,57,2,67,15,272,345,157,92,16,55,9,27,3
"TNNC2",34,19,14,14,7,7,4,31,27,13,6,150,22,6,4
"TNNI1",15,1,7,2,0,2,11,31,5,14,5,6,0,23,9
"TNNI2",36,613,61,28,941,19,171,303,711,1094,14,438,49,137,1284
"TNNI3",0,1,0,2276,129,3,53,412,14,38,4,11,6,1,1
"TNNI3K",8,1,2,0,11,3,14,0,0,8,25,5,13,5,0
"TNNT1",13,14,53,1,1383,835,184,2356,76,172,19,113,10,2,32
"TNNT2",2075,21,35,85,48,17,61,95,85,299,159,90,16,173,13
"TNNT3",27,8495,77,27,3305,18,9,2142,55,30,4,1293,252,68,18580
"TNP1",0,0,0,11,0,1,0,0,0,0,0,24,1,0,0
"TNP2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"TNPO1",9025,6616,7959,2760,11931,13699,14267,30220,7476,21333,16267,6386,10328,18431,4012
"TNPO2",4585,3155,4268,2038,5030,7574,7004,11313,4011,9173,5301,4125,5848,6504,2153
"TNPO3",4613,7644,5624,3588,7033,9291,9371,25520,7751,11796,12120,7754,5158,11361,2960
"TNR",33,12,72,53,5,2,212,21,38,6,1,39,2658,259,4
"TNRC18",13534,22760,16914,8069,7951,17034,20640,62494,27671,13661,17777,18824,17888,13358,2294
"TNRC6A",5820,4265,8055,2732,7374,8362,8522,20308,7146,12024,6830,7008,12670,11199,4470
"TNRC6B",14657,12380,16875,3792,13627,15796,17903,74536,10111,25160,16733,12515,23621,25867,4319
"TNRC6C",3378,1561,3658,3333,861,1768,1138,9472,2303,2235,1042,1075,7994,7643,550
"TNS1",16641,8980,12869,5657,5716,19304,8508,7399,10284,16420,25573,7233,86187,10942,820
"TNS2",2110,1800,3043,798,1812,1716,1285,836,2284,1709,3021,1690,13810,2651,118
"TNS3",24502,10304,13122,4374,8184,17894,4775,6711,25183,27743,9076,7724,22126,26356,2070
"TNS4",612,892,75,402,5829,2203,3975,580,40,17467,479,3836,17,9994,2296
"TNXB",652,1632,2126,407,579,1212,349,558,1515,1583,736,712,11266,4620,963
"TOB1",3743,2471,2825,7133,10101,9359,50524,4019,8392,21711,11241,3898,2256,5643,1445
"TOB2",4723,4686,5772,5420,10029,7931,13423,17963,8189,9197,5998,4107,7131,7916,1085
"TOE1",497,676,911,256,688,892,752,999,766,984,870,788,604,1607,886
"TOLLIP",2194,2469,2695,564,6892,4749,9101,4289,3412,3778,3968,3138,2920,4685,1038
"TOM1",2308,1355,1891,1595,1536,3122,2709,3887,2092,1795,3024,1443,3348,3256,2497
"TOM1L1",1102,1220,1005,1978,3497,3920,8725,2871,1384,4892,6437,1612,539,1954,338
"TOM1L2",2415,1765,3232,2426,7445,4194,5090,11135,11010,13052,1597,4811,5030,4016,1936
"TOMM20",4778,11539,5255,2282,11515,16300,18539,39283,6690,22444,24134,4644,5790,15576,3460
"TOMM20L",6,7,7,12,13,4,7,16,1,2,2,13,14,12,1
"TOMM22",1807,4656,4417,1048,5581,4523,5994,9860,2740,5839,4595,2544,2422,8327,2127
"TOMM34",824,1150,1631,726,1877,2331,3948,3596,5073,3452,3990,5151,1068,1880,2976
"TOMM40",5524,3023,2612,1326,3980,5419,4781,17853,6964,8678,7820,2902,1464,7086,887
"TOMM40L",829,1186,1342,226,1075,3621,1671,1504,606,1543,3919,913,1202,2301,647
"TOMM5",771,732,955,525,537,1050,422,2518,577,907,3347,435,450,1254,690
"TOMM6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TOMM7",3041,15194,6334,1401,5418,7221,9671,8254,3963,7282,6435,3808,6874,21208,2340
"TONSL",870,645,1257,238,883,665,1146,9159,1353,2181,904,1027,335,2016,778
"TOP1",13249,7258,11540,6137,11091,14862,13074,30511,12319,15596,13447,11624,8813,15552,4449
"TOP1MT",961,1865,769,388,1869,1561,2128,11521,3079,1951,1854,900,1032,3365,293
"TOP2A",6005,8343,13006,8160,15299,18709,17910,105128,7119,48292,56247,21756,1084,17094,6620
"TOP2B",9979,23407,16590,7534,27011,17362,46359,80765,24446,99092,31636,18533,12223,23862,7099
"TOP3A",3051,1309,2670,350,2263,4651,1975,8427,3243,5589,3725,2887,2917,4569,1763
"TOP3B",1204,592,1607,625,924,1058,1513,4779,939,1629,1135,1024,1538,1778,2374
"TOPAZ1",0,0,0,7,0,1,0,497,0,0,0,0,0,0,0
"TOPBP1",4136,3179,5160,1704,4588,9059,9682,35280,4619,7578,16746,8369,3690,10707,4131
"TOPORS",2091,1369,2611,1090,3238,4569,1674,7886,1842,4216,17972,2310,2877,4014,2565
"TOR1A",2041,1851,2317,761,2502,4086,2458,6075,2026,2938,2754,1658,2400,4064,1657
"TOR1AIP1",6577,3244,7341,1988,4447,7031,7326,5839,4508,4749,9596,3803,7850,12044,1644
"TOR1AIP2",10358,8065,13482,3849,20427,18475,31471,25271,13581,16400,22800,9095,11228,15720,7089
"TOR1B",1514,835,1876,384,1951,4823,2023,3124,1346,1980,2277,1646,1743,2628,952
"TOR2A",628,564,854,278,517,404,276,1241,699,882,551,571,454,1221,265
"TOR3A",4172,2770,5398,790,2368,2841,5409,5356,4541,3656,8138,1821,2972,9507,940
"TOR4A",1260,1244,1628,218,1494,671,1739,861,968,583,376,1210,592,2836,389
"TOX",1901,728,2404,184,107,346,3,1792,634,301,601,302,551,2659,29
"TOX2",461,369,1719,108,112,2049,33,806,438,111,94,187,301,889,12
"TOX3",0,531,463,353,698,0,44,225,310,8295,66,58,1,20,5
"TOX4",4299,3639,4343,1434,5405,6830,6587,13823,4069,7524,14758,5350,5382,8851,2837
"TP53",6650,4426,4873,416,8222,8604,4613,37637,6266,9170,1605,6314,5166,7455,2441
"TP53AIP1",7,10,0,28,32,7,21,15,12,172,1,90,2,72,0
"TP53BP1",5009,8381,4827,2644,7477,9137,23146,45468,11567,21361,17020,7608,11430,9712,3211
"TP53BP2",3485,2771,4565,1135,4399,6039,4871,17803,6403,6702,11031,3320,3659,6042,1359
"TP53I11",3230,4642,7070,1965,1442,2820,650,7709,2703,3140,3475,717,5704,2653,71
"TP53I13",1696,895,1439,672,597,1336,1430,3749,1961,2145,1896,997,1491,2213,914
"TP53I3",596,600,639,126,1335,1145,2412,2362,2327,2470,2370,918,1635,1258,388
"TP53INP1",4805,2426,8701,3632,9001,3874,8852,19796,3127,9333,5485,5443,7601,9385,3093
"TP53INP2",1470,906,2135,1096,2210,1442,1877,1830,4018,1918,2439,3244,3100,1879,268
"TP53RK",1057,1489,1733,506,1489,1565,1375,3935,1328,2857,1367,1722,1301,4025,859
"TP53TG3",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"TP53TG3B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TP53TG3C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TP53TG3D",1,0,0,16,0,10,0,18,0,2,9,1,1,2,0
"TP53TG5",19,6,0,3,3,11,5,11,0,6,3,59,14,9,15
"TP63",251,10041,421,24,15670,30,9427,36668,390,12732,4175,5934,86,8271,2961
"TP73",734,1380,810,43,152,60,193,5653,64,939,1201,999,52,238,778
"TPBG",2344,1978,3229,193,2913,13325,1920,2455,1884,1229,3399,2009,2791,2137,2186
"TPBGL",22,17,68,19,6,39,38,133,18725,107,23,43,60,123,0
"TPCN1",3806,3546,4994,1453,3413,5320,6983,8994,7502,5186,5496,2684,6444,4975,1865
"TPCN2",1223,743,1206,302,1089,916,623,2435,1197,1400,893,1288,1804,4436,671
"TPD52",1054,1858,3010,970,4780,6455,5593,12622,1194,4094,3174,4256,775,3851,3663
"TPD52L1",337,422,581,579,1724,2784,1496,2150,987,707,7531,2284,1361,3731,180
"TPD52L2",5219,4356,4112,1374,7249,14539,8333,18675,11822,7151,12387,6993,8112,10631,3665
"TPD52L3",0,0,0,0,0,0,0,4,0,0,0,0,0,0,1
"TPGS1",577,377,461,287,163,306,218,399,293,396,263,189,463,791,278
"TPGS2",3128,2964,3072,528,5983,7329,5481,19022,5699,9863,13542,2591,3975,5188,2351
"TPH1",37,0,47,4,23,10,17,114,26,132,1,26,90,95,37
"TPH2",4,0,0,16,5,3,3,1,0,0,4,11,7,0,4
"TPI1",12148,20605,14861,4678,31380,26739,41497,64911,21488,33448,30849,15200,10162,20253,10185
"TPK1",451,960,702,126,433,523,132,2304,261,377,381,216,826,1615,35
"TPM1",9726,4409,5647,5238,4560,16652,11060,35008,13252,23591,9229,8607,52044,5624,5458
"TPM2",3960,1839,3374,2126,947,6646,3535,1894,5789,6889,4577,2024,51610,2274,3641
"TPM3",21307,13760,26292,7785,19673,34839,22059,65474,36750,20606,63158,13650,16210,41073,11697
"TPM4",34935,18245,30848,12641,19113,56739,45199,35348,45318,44149,28408,19300,58575,50772,15897
"TPMT",1570,1044,1351,2111,2330,2540,1624,4243,2213,2561,4493,1379,869,3144,315
"TPO",2,0,37,32,0,1,0,1,229,0,0,0,511,88,0
"TPP1",18180,8681,13745,1971,8016,31316,18473,16598,13506,7366,18170,7301,12016,22274,2993
"TPP2",4131,4034,6089,1016,6737,10083,16892,15416,3137,7303,12124,8031,7375,9020,4225
"TPPP",83,54,151,613,98,93,32,605,55,91,72,204,363,246,69
"TPPP2",0,4,0,2,86,0,72,485,0,11,17,3,0,0,3
"TPPP3",90,145,138,197,62,195,252,229,48,555,91,165,411,143,14
"TPR",31223,10582,23620,8700,20514,27292,34842,59108,28595,34120,60758,27008,23603,34379,8570
"TPRA1",1050,835,1077,411,947,1515,2007,3810,1699,1079,1851,939,1182,2087,614
"TPRG1",748,123,193,149,922,563,1049,666,477,212,1811,413,949,578,95
"TPRG1L",2164,2677,2067,576,4264,2858,6027,10751,3801,3397,7208,2178,2609,4753,1677
"TPRKB",493,667,606,191,930,1080,856,2912,556,1045,783,413,420,1194,300
"TPRN",507,1231,801,405,1170,1578,816,2721,3757,1202,650,816,403,787,385
"TPRX1",0,0,1,0,0,4,0,2,0,0,0,0,0,0,0
"TPRXL",1293,323,3,2,165,6,53,151,4,0,1,2375,28,245,11
"TPSAB1",1296,66,2398,25,6,43,25,16,573,6,2566,88,204,286,0
"TPSB2",1040,8,1357,9,5,47,22,22,967,7,3362,126,92,292,0
"TPSD1",185,0,3,0,0,28,3,0,38,4,665,26,1,6,0
"TPSG1",5,0,23,2,5,0,0,0,1,0,3,2,15,1,0
"TPST1",724,282,869,233,1127,1324,2379,2638,1527,6677,1633,2858,2791,1338,43
"TPST2",2462,1927,2467,526,2822,3147,2468,3109,1540,2927,2097,1958,3482,3652,3718
"TPT1",56074,202698,101490,22322,203600,77370,169285,159062,70673,91113,99187,71012,154236,292255,79285
"TPTE",5,0,1,13,0,37,0,0,0,0,0,1,3,0,0
"TPTE2",20,19,35,22,2,9,4,20,5,9,14,25,188,15,18
"TPX2",3700,3023,5899,1485,5180,13395,4314,36277,5527,9996,18036,14035,599,8151,3977
"TRA2A",4770,3341,5090,1356,7610,5664,4429,13348,5175,9019,5823,6639,7303,7758,9621
"TRA2B",7628,6007,9122,3596,10016,12100,10628,37578,6362,13905,11762,12175,8855,16291,11068
"TRABD",2524,1777,2940,3010,2449,1728,2700,7535,2271,3830,1775,1657,1936,4494,560
"TRABD2A",2862,90,691,81,63,123,74,2583,850,52,769,208,1348,2048,192
"TRABD2B",261,17,85,14,300,234,86,37,64,1119,114,77,1146,113,4
"TRADD",1341,1113,1569,415,1024,1067,2405,1585,1886,1117,1334,633,1070,1953,323
"TRAF1",5649,2034,7300,841,584,1219,345,2825,3354,936,2800,1105,4213,14079,990
